Station,Year,Month,Day,Night,DayLimit,NightLimit
BEN02,2013,7,55,52,65,55
BEN02,2013,8,56,53,65,55
BEN02,2013,9,56,55,65,55
BEN02,2013,10,59,58,65,55
BEN02,2013,11,60,59,65,55
BEN02,2013,12,61,59,65,55
BEN03,2013,1,55,46,55,45
BEN03,2013,2,54,46,55,45
BEN03,2013,3,54,46,55,45
BEN03,2013,4,55,46,55,45
BEN03,2013,5,56,49,55,45
BEN03,2013,6,59,50,55,45
BEN03,2013,7,60,50,55,45
BEN03,2013,8,57,48,55,45
BEN03,2013,9,57,49,55,45
BEN03,2013,10,57,49,55,45
BEN03,2013,11,56,47,55,45
BEN03,2013,12,55,47,55,45
BEN04,2013,1,65,56,65,55
BEN04,2013,2,65,57,65,55
BEN04,2013,3,64,56,65,55
BEN04,2013,4,64,57,65,55
BEN04,2013,5,64,57,65,55
BEN04,2013,6,66,57,65,55
BEN04,2013,7,66,58,65,55
BEN04,2013,8,65,58,65,55
BEN04,2013,9,65,58,65,55
BEN04,2013,10,65,58,65,55
BEN04,2013,11,65,58,65,55
BEN04,2013,12,65,57,65,55
BEN05,2013,1,57,48,75,70
BEN05,2013,2,57,48,75,70
BEN05,2013,3,58,53,75,70
BEN05,2013,4,58,53,75,70
BEN05,2013,5,58,53,75,70
BEN05,2013,6,58,54,75,70
BEN05,2013,7,61,53,75,70
BEN05,2013,8,58,53,75,70
BEN05,2013,9,57,55,75,70
BEN05,2013,10,57,54,75,70
BEN05,2013,11,58,55,75,70
BEN05,2013,12,58,53,75,70
CHE01,2013,1,63,50,50,40
CHE01,2013,2,63,50,50,40
CHE01,2013,3,62,55,50,40
CHE01,2013,4,66,58,50,40
CHE01,2013,5,61,53,50,40
CHE01,2013,6,64,53,50,40
CHE01,2013,7,65,53,50,40
CHE01,2013,8,65,54,50,40
CHE01,2013,9,65,55,50,40
CHE01,2013,10,65,53,50,40
CHE01,2013,11,65,53,50,40
CHE01,2013,12,65,52,50,40
CHE02,2013,1,75,71,75,70
CHE02,2013,2,75,72,75,70
CHE02,2013,3,76,71,75,70
CHE02,2013,4,76,71,75,70
CHE02,2013,5,76,71,75,70
CHE02,2013,6,76,72,75,70
CHE02,2013,7,76,72,75,70
CHE02,2013,8,75,72,75,70
CHE02,2013,9,75,70,75,70
CHE02,2013,10,73,68,75,70
CHE02,2013,11,74,68,75,70
CHE02,2013,12,74,69,75,70
CHE03,2013,1,68,57,65,55
CHE03,2013,2,69,57,65,55
CHE03,2013,3,68,57,65,55
CHE03,2013,4,69,58,65,55
CHE03,2013,5,68,58,65,55
CHE03,2013,6,68,57,65,55
CHE03,2013,7,69,58,65,55
CHE03,2013,8,68,59,65,55
CHE03,2013,9,68,57,65,55
CHE03,2013,10,68,58,65,55
CHE03,2013,11,68,57,65,55
CHE03,2013,12,68,57,65,55
CHE04,2013,1,73,62,65,55
CHE04,2013,2,73,62,65,55
CHE04,2013,3,73,62,65,55
CHE04,2013,4,73,62,65,55
CHE04,2013,5,73,63,65,55
CHE04,2013,6,73,64,65,55
CHE04,2013,7,74,65,65,55
CHE04,2013,8,74,67,65,55
CHE04,2013,9,74,66,65,55
CHE04,2013,10,74,66,65,55
CHE04,2013,11,75,65,65,55
CHE04,2013,12,76,67,65,55
CHE05,2013,1,68,57,55,45
CHE05,2013,2,68,56,55,45
CHE05,2013,3,68,55,55,45
CHE05,2013,4,67,55,55,45
CHE05,2013,5,67,57,55,45
CHE05,2013,6,68,57,55,45
CHE05,2013,7,68,56,55,45
CHE05,2013,8,68,56,55,45
CHE05,2013,9,67,56,55,45
CHE05,2013,10,67,56,55,45
CHE05,2013,11,68,56,55,45
CHE05,2013,12,68,57,55,45
DEL01,2013,1,51,46,50,40
DEL01,2013,2,52,47,50,40
DEL01,2013,3,51,47,50,40
DEL01,2013,4,50,48,50,40
DEL01,2013,5,49,48,50,40
DEL01,2013,6,51,50,50,40
DEL01,2013,7,53,52,50,40
DEL01,2013,8,53,54,50,40
DEL01,2013,9,51,50,50,40
DEL01,2013,10,51,47,50,40
DEL01,2013,11,51,48,50,40
DEL01,2013,12,51,47,50,40
DEL02,2013,1,62,51,65,55
DEL02,2013,2,64,53,65,55
DEL02,2013,3,63,53,65,55
DEL02,2013,4,63,54,65,55
DEL02,2013,5,63,54,65,55
DEL02,2013,6,63,54,65,55
DEL02,2013,7,62,54,65,55
DEL02,2013,8,62,54,65,55
DEL02,2013,9,64,53,65,55
DEL02,2013,10,64,54,65,55
DEL02,2013,11,64,54,65,55
DEL02,2013,12,63,52,65,55
DEL03,2013,1,53,45,50,40
DEL03,2013,2,52,46,50,40
DEL03,2013,3,51,47,50,40
DEL03,2013,4,52,48,50,40
DEL03,2013,5,51,48,50,40
DEL03,2013,6,55,52,50,40
DEL03,2013,7,54,52,50,40
DEL03,2013,8,53,55,50,40
DEL03,2013,9,52,50,50,40
DEL03,2013,10,52,48,50,40
DEL03,2013,11,50,47,50,40
DEL03,2013,12,49,46,50,40
DEL04,2013,1,75,74,65,55
DEL04,2013,2,74,73,65,55
DEL04,2013,3,74,73,65,55
DEL04,2013,4,74,73,65,55
DEL04,2013,5,73,73,65,55
DEL04,2013,6,73,73,65,55
DEL04,2013,7,73,73,65,55
DEL04,2013,8,74,73,65,55
DEL04,2013,9,73,72,65,55
DEL04,2013,10,73,73,65,55
DEL04,2013,11,74,73,65,55
DEL04,2013,12,73,73,65,55
DEL05,2013,1,56,52,50,40
DEL05,2013,2,57,53,50,40
DEL05,2013,3,56,53,50,40
DEL05,2013,4,56,54,50,40
DEL05,2013,5,56,54,50,40
DEL05,2013,6,55,53,50,40
DEL05,2013,7,56,53,50,40
DEL05,2013,8,56,54,50,40
DEL05,2013,9,56,54,50,40
DEL05,2013,10,56,53,50,40
DEL05,2013,11,57,55,50,40
DEL05,2013,12,56,52,50,40
HYD01,2013,1,72,61,65,55
HYD01,2013,2,72,62,65,55
HYD01,2013,3,71,61,65,55
HYD01,2013,4,72,63,65,55
HYD01,2013,5,72,64,65,55
HYD01,2013,6,73,66,65,55
HYD01,2013,7,74,67,65,55
HYD01,2013,8,73,66,65,55
HYD01,2013,9,72,64,65,55
HYD01,2013,10,72,64,65,55
HYD01,2013,11,73,63,65,55
HYD01,2013,12,72,61,65,55
HYD02,2013,1,61,54,75,70
HYD02,2013,2,63,56,75,70
HYD02,2013,3,62,55,75,70
HYD02,2013,4,62,55,75,70
HYD02,2013,5,62,56,75,70
HYD02,2013,6,63,57,75,70
HYD02,2013,7,63,56,75,70
HYD02,2013,8,62,55,75,70
HYD02,2013,9,62,56,75,70
HYD02,2013,10,64,59,75,70
HYD02,2013,11,65,57,75,70
HYD02,2013,12,65,59,75,70
HYD03,2013,1,56,48,55,45
HYD03,2013,2,57,50,55,45
HYD03,2013,3,57,48,55,45
HYD03,2013,4,56,48,55,45
HYD03,2013,5,56,48,55,45
HYD03,2013,6,57,51,55,45
HYD03,2013,7,57,51,55,45
HYD03,2013,8,56,48,55,45
HYD03,2013,9,55,48,55,45
HYD03,2013,10,56,48,55,45
HYD03,2013,11,56,48,55,45
HYD03,2013,12,56,49,55,45
HYD04,2013,1,53,47,50,40
HYD04,2013,2,53,48,50,40
HYD04,2013,3,53,47,50,40
HYD04,2013,4,53,48,50,40
HYD04,2013,5,53,48,50,40
HYD04,2013,6,54,49,50,40
HYD04,2013,7,54,50,50,40
HYD04,2013,8,54,50,50,40
HYD04,2013,9,54,48,50,40
HYD04,2013,10,57,49,50,40
HYD04,2013,11,56,49,50,40
HYD04,2013,12,56,50,50,40
HYD05,2013,1,75,70,65,55
HYD05,2013,2,76,70,65,55
HYD05,2013,3,75,70,65,55
HYD05,2013,4,75,70,65,55
HYD05,2013,5,75,70,65,55
HYD05,2013,6,75,71,65,55
HYD05,2013,7,76,70,65,55
HYD05,2013,8,75,70,65,55
HYD05,2013,9,76,71,65,55
HYD05,2013,10,79,73,65,55
HYD05,2013,11,79,73,65,55
HYD05,2013,12,79,73,65,55
KOL01,2013,1,65,61,75,70
KOL01,2013,2,65,60,75,70
KOL01,2013,3,63,58,75,70
KOL01,2013,4,63,58,75,70
KOL01,2013,5,66,63,75,70
KOL01,2013,6,65,60,75,70
KOL01,2013,7,70,67,75,70
KOL01,2013,8,70,68,75,70
KOL01,2013,9,71,70,75,70
KOL01,2013,10,72,70,75,70
KOL01,2013,11,72,69,75,70
KOL01,2013,12,70,66,75,70
KOL02,2013,1,67,57,65,55
KOL02,2013,2,67,59,65,55
KOL02,2013,3,67,60,65,55
KOL02,2013,4,67,61,65,55
KOL02,2013,5,68,62,65,55
KOL02,2013,6,68,61,65,55
KOL02,2013,7,68,61,65,55
KOL02,2013,8,68,62,65,55
KOL02,2013,9,68,61,65,55
KOL02,2013,10,68,61,65,55
KOL02,2013,11,67,60,65,55
KOL02,2013,12,68,58,65,55
KOL03,2013,1,54,44,55,45
KOL03,2013,2,56,50,55,45
KOL03,2013,3,54,52,55,45
KOL03,2013,4,54,97,55,45
KOL03,2013,5,57,66,55,45
KOL03,2013,6,56,73,55,45
KOL03,2013,7,56,,55,45
KOL03,2013,8,54,,55,45
KOL03,2013,9,54,,55,45
KOL03,2013,10,54,,55,45
KOL03,2013,11,53,,55,45
KOL03,2013,12,51,59,55,45
KOL04,2013,1,61,55,50,40
KOL04,2013,2,61,56,50,40
KOL04,2013,3,62,57,50,40
KOL04,2013,4,63,59,50,40
KOL04,2013,5,65,61,50,40
KOL04,2013,6,63,58,50,40
KOL04,2013,7,63,57,50,40
KOL04,2013,8,62,56,50,40
KOL04,2013,9,61,55,50,40
KOL04,2013,10,62,56,50,40
KOL04,2013,11,61,55,50,40
KOL04,2013,12,61,55,50,40
KOL05,2013,1,61,54,65,55
KOL05,2013,2,61,54,65,55
KOL05,2013,3,60,54,65,55
KOL05,2013,4,61,55,65,55
KOL05,2013,5,62,56,65,55
KOL05,2013,6,61,55,65,55
KOL05,2013,7,61,54,65,55
KOL05,2013,8,61,54,65,55
KOL05,2013,9,62,55,65,55
KOL05,2013,10,64,58,65,55
KOL05,2013,11,64,57,65,55
KOL05,2013,12,64,57,65,55
LUC01,2013,1,63,53,75,70
LUC01,2013,2,64,55,75,70
LUC01,2013,3,64,55,75,70
LUC01,2013,4,63,55,75,70
LUC01,2013,5,63,60,75,70
LUC01,2013,6,63,59,75,70
LUC01,2013,7,63,56,75,70
LUC01,2013,8,63,55,75,70
LUC01,2013,9,64,55,75,70
LUC01,2013,10,64,55,75,70
LUC01,2013,11,63,55,75,70
LUC01,2013,12,63,55,75,70
LUC02,2013,1,72,59,65,55
LUC02,2013,2,73,61,65,55
LUC02,2013,3,72,61,65,55
LUC02,2013,4,72,61,65,55
LUC02,2013,5,72,62,65,55
LUC02,2013,6,72,64,65,55
LUC02,2013,7,73,63,65,55
LUC02,2013,8,73,62,65,55
LUC02,2013,9,72,62,65,55
LUC02,2013,10,73,63,65,55
LUC02,2013,11,73,63,65,55
LUC02,2013,12,73,61,65,55
LUC03,2013,1,58,46,50,40
LUC03,2013,2,59,50,50,40
LUC03,2013,3,59,51,50,40
LUC03,2013,4,60,52,50,40
LUC03,2013,5,60,55,50,40
LUC03,2013,6,63,57,50,40
LUC03,2013,7,60,55,50,40
LUC03,2013,8,59,53,50,40
LUC03,2013,9,61,54,50,40
LUC03,2013,10,62,55,50,40
LUC03,2013,11,61,51,50,40
LUC03,2013,12,61,51,50,40
LUC04,2013,1,52,41,55,45
LUC04,2013,2,54,44,55,45
LUC04,2013,3,54,46,55,45
LUC04,2013,4,53,47,55,45
LUC04,2013,5,54,50,55,45
LUC04,2013,6,53,53,55,45
LUC04,2013,7,53,53,55,45
LUC04,2013,8,53,48,55,45
LUC04,2013,9,54,50,55,45
LUC04,2013,10,56,50,55,45
LUC04,2013,11,56,50,55,45
LUC04,2013,12,56,45,55,45
LUC05,2013,1,64,54,50,40
LUC05,2013,2,65,56,50,40
LUC05,2013,3,65,57,50,40
LUC05,2013,4,66,57,50,40
LUC05,2013,5,64,58,50,40
LUC05,2013,6,66,59,50,40
LUC05,2013,7,65,56,50,40
LUC05,2013,8,65,55,50,40
LUC05,2013,9,68,58,50,40
LUC05,2013,10,70,59,50,40
LUC05,2013,11,69,58,50,40
LUC05,2013,12,70,58,50,40
MUM01,2013,1,65,59,50,40
MUM01,2013,2,65,59,50,40
MUM01,2013,3,64,58,50,40
MUM01,2013,4,65,58,50,40
MUM01,2013,5,65,60,50,40
MUM01,2013,6,66,61,50,40
MUM01,2013,7,67,62,50,40
MUM01,2013,8,66,61,50,40
MUM01,2013,9,66,61,50,40
MUM01,2013,10,65,62,50,40
MUM01,2013,11,65,62,50,40
MUM01,2013,12,65,61,50,40
MUM02,2013,1,69,67,65,55
MUM02,2013,2,69,67,65,55
MUM02,2013,3,69,67,65,55
MUM02,2013,4,69,67,65,55
MUM02,2013,5,69,66,65,55
MUM02,2013,6,69,66,65,55
MUM02,2013,7,70,66,65,55
MUM02,2013,8,69,66,65,55
MUM02,2013,9,69,66,65,55
MUM02,2013,10,69,66,65,55
MUM02,2013,11,69,67,65,55
MUM02,2013,12,70,67,65,55
MUM03,2013,1,67,65,65,55
MUM03,2013,2,67,65,65,55
MUM03,2013,3,67,65,65,55
MUM03,2013,4,67,64,65,55
MUM03,2013,5,67,64,65,55
MUM03,2013,6,68,64,65,55
MUM03,2013,7,68,64,65,55
MUM03,2013,8,67,61,65,55
MUM03,2013,9,67,63,65,55
MUM03,2013,10,71,68,65,55
MUM03,2013,11,70,67,65,55
MUM03,2013,12,71,68,65,55
MUM04,2013,1,61,53,65,55
MUM04,2013,2,62,53,65,55
MUM04,2013,3,61,55,65,55
MUM04,2013,4,62,55,65,55
MUM04,2013,5,61,55,65,55
MUM04,2013,6,63,56,65,55
MUM04,2013,7,63,57,65,55
MUM04,2013,8,62,55,65,55
MUM04,2013,9,61,55,65,55
MUM04,2013,10,64,57,65,55
MUM04,2013,11,64,57,65,55
MUM04,2013,12,64,55,65,55
MUM05,2013,1,69,56,50,40
MUM05,2013,2,69,56,50,40
MUM05,2013,3,68,56,50,40
MUM05,2013,4,68,57,50,40
MUM05,2013,5,67,57,50,40
MUM05,2013,6,69,58,50,40
MUM05,2013,7,70,58,50,40
MUM05,2013,8,69,57,50,40
MUM05,2013,9,69,58,50,40
MUM05,2013,10,69,57,50,40
MUM05,2013,11,68,57,50,40
MUM05,2013,12,68,56,50,40
BEN01,2014,1,66,56,55,45
BEN01,2014,2,67,56,55,45
BEN01,2014,3,67,59,55,45
BEN01,2014,4,67,57,55,45
BEN01,2014,5,66,57,55,45
BEN01,2014,6,67,57,55,45
BEN01,2014,7,67,58,55,45
BEN01,2014,8,66,58,55,45
BEN01,2014,9,66,58,55,45
BEN01,2014,10,66,57,55,45
BEN01,2014,11,66,56,55,45
BEN01,2014,12,65,55,55,45
BEN02,2014,1,60,57,65,55
BEN02,2014,2,59,57,65,55
BEN02,2014,3,60,57,65,55
BEN02,2014,4,59,56,65,55
BEN02,2014,5,58,56,65,55
BEN02,2014,6,59,57,65,55
BEN02,2014,7,60,56,65,55
BEN02,2014,8,60,55,65,55
BEN02,2014,9,60,56,65,55
BEN02,2014,10,60,58,65,55
BEN02,2014,11,59,56,65,55
BEN02,2014,12,59,57,65,55
BEN03,2014,1,56,47,55,45
BEN03,2014,2,55,48,55,45
BEN03,2014,3,54,47,55,45
BEN03,2014,4,53,47,55,45
BEN03,2014,5,55,49,55,45
BEN03,2014,6,58,50,55,45
BEN03,2014,7,58,50,55,45
BEN03,2014,8,56,49,55,45
BEN03,2014,9,56,50,55,45
BEN03,2014,10,56,51,55,45
BEN03,2014,11,55,48,55,45
BEN03,2014,12,54,47,55,45
BEN04,2014,1,64,57,65,55
BEN04,2014,2,64,56,65,55
BEN04,2014,3,64,56,65,55
BEN04,2014,4,64,56,65,55
BEN04,2014,5,64,57,65,55
BEN04,2014,6,65,57,65,55
BEN04,2014,7,65,56,65,55
BEN04,2014,8,65,56,65,55
BEN04,2014,9,65,57,65,55
BEN04,2014,10,65,57,65,55
BEN04,2014,11,66,57,65,55
BEN04,2014,12,66,57,65,55
BEN05,2014,1,57,53,75,70
BEN05,2014,2,58,54,75,70
BEN05,2014,3,58,53,75,70
BEN05,2014,4,57,52,75,70
BEN05,2014,5,57,52,75,70
BEN05,2014,6,58,53,75,70
BEN05,2014,7,58,55,75,70
BEN05,2014,8,58,54,75,70
BEN05,2014,9,59,55,75,70
BEN05,2014,10,59,58,75,70
BEN05,2014,11,59,57,75,70
BEN05,2014,12,59,57,75,70
CHE01,2014,1,63,54,50,40
CHE01,2014,2,62,52,50,40
CHE01,2014,3,64,52,50,40
CHE01,2014,4,64,54,50,40
CHE01,2014,5,64,53,50,40
CHE01,2014,6,62,54,50,40
CHE01,2014,7,56,53,50,40
CHE01,2014,8,54,53,50,40
CHE01,2014,9,53,52,50,40
CHE01,2014,10,62,56,50,40
CHE01,2014,11,62,54,50,40
CHE01,2014,12,60,53,50,40
CHE02,2014,1,74,69,75,70
CHE02,2014,2,75,70,75,70
CHE02,2014,3,75,70,75,70
CHE02,2014,4,76,71,75,70
CHE02,2014,5,76,71,75,70
CHE02,2014,6,76,72,75,70
CHE02,2014,7,76,72,75,70
CHE02,2014,8,76,72,75,70
CHE02,2014,9,76,72,75,70
CHE02,2014,10,78,73,75,70
CHE02,2014,11,80,75,75,70
CHE02,2014,12,80,75,75,70
CHE03,2014,1,68,57,65,55
CHE03,2014,2,69,57,65,55
CHE03,2014,3,68,57,65,55
CHE03,2014,4,69,57,65,55
CHE03,2014,5,68,58,65,55
CHE03,2014,6,68,58,65,55
CHE03,2014,7,68,58,65,55
CHE03,2014,8,68,58,65,55
CHE03,2014,9,68,57,65,55
CHE03,2014,10,71,59,65,55
CHE03,2014,11,71,59,65,55
CHE03,2014,12,71,59,65,55
CHE04,2014,1,74,66,65,55
CHE04,2014,2,75,67,65,55
CHE04,2014,3,75,66,65,55
CHE04,2014,4,75,67,65,55
CHE04,2014,5,76,68,65,55
CHE04,2014,6,75,69,65,55
CHE04,2014,7,75,69,65,55
CHE04,2014,8,74,67,65,55
CHE04,2014,9,73,65,65,55
CHE04,2014,10,75,64,65,55
CHE04,2014,11,76,65,65,55
CHE04,2014,12,76,67,65,55
CHE05,2014,1,68,58,55,45
CHE05,2014,2,67,56,55,45
CHE05,2014,3,67,55,55,45
CHE05,2014,4,67,55,55,45
CHE05,2014,5,68,55,55,45
CHE05,2014,6,67,57,55,45
CHE05,2014,7,68,57,55,45
CHE05,2014,8,68,59,55,45
CHE05,2014,9,68,56,55,45
CHE05,2014,10,68,56,55,45
CHE05,2014,11,71,60,55,45
CHE05,2014,12,71,61,55,45
DEL01,2014,1,51,45,50,40
DEL01,2014,2,51,47,50,40
DEL01,2014,3,51,47,50,40
DEL01,2014,4,51,48,50,40
DEL01,2014,5,51,49,50,40
DEL01,2014,6,51,49,50,40
DEL01,2014,7,53,50,50,40
DEL01,2014,8,52,50,50,40
DEL01,2014,9,51,48,50,40
DEL01,2014,10,51,48,50,40
DEL01,2014,11,53,51,50,40
DEL01,2014,12,53,49,50,40
DEL02,2014,1,64,51,65,55
DEL02,2014,2,65,52,65,55
DEL02,2014,3,65,53,65,55
DEL02,2014,4,65,54,65,55
DEL02,2014,5,64,55,65,55
DEL02,2014,6,64,54,65,55
DEL02,2014,7,66,55,65,55
DEL02,2014,8,65,54,65,55
DEL02,2014,9,65,54,65,55
DEL02,2014,10,66,55,65,55
DEL02,2014,11,69,57,65,55
DEL02,2014,12,69,56,65,55
DEL03,2014,1,49,44,50,40
DEL03,2014,2,51,47,50,40
DEL03,2014,3,51,46,50,40
DEL03,2014,4,52,48,50,40
DEL03,2014,5,51,48,50,40
DEL03,2014,6,53,50,50,40
DEL03,2014,7,52,52,50,40
DEL03,2014,8,52,53,50,40
DEL03,2014,9,52,50,50,40
DEL03,2014,10,52,47,50,40
DEL03,2014,11,53,48,50,40
DEL03,2014,12,52,48,50,40
DEL04,2014,1,74,74,65,55
DEL04,2014,2,74,73,65,55
DEL04,2014,3,74,73,65,55
DEL04,2014,4,74,74,65,55
DEL04,2014,5,74,74,65,55
DEL04,2014,6,74,74,65,55
DEL04,2014,7,73,73,65,55
DEL04,2014,8,72,70,65,55
DEL04,2014,9,74,72,65,55
DEL04,2014,10,75,73,65,55
DEL04,2014,11,76,71,65,55
DEL04,2014,12,75,71,65,55
DEL05,2014,1,55,49,50,40
DEL05,2014,2,56,53,50,40
DEL05,2014,3,56,52,50,40
DEL05,2014,4,57,54,50,40
DEL05,2014,5,56,54,50,40
DEL05,2014,6,56,53,50,40
DEL05,2014,7,55,53,50,40
DEL05,2014,8,55,52,50,40
DEL05,2014,9,56,52,50,40
DEL05,2014,10,56,53,50,40
DEL05,2014,11,59,56,50,40
DEL05,2014,12,59,55,50,40
HYD01,2014,1,73,63,65,55
HYD01,2014,2,72,63,65,55
HYD01,2014,3,72,61,65,55
HYD01,2014,4,72,62,65,55
HYD01,2014,5,72,63,65,55
HYD01,2014,6,73,67,65,55
HYD01,2014,7,74,69,65,55
HYD01,2014,8,73,65,65,55
HYD01,2014,9,73,65,65,55
HYD01,2014,10,76,68,65,55
HYD01,2014,11,77,66,65,55
HYD01,2014,12,77,66,65,55
HYD02,2014,1,64,58,75,70
HYD02,2014,2,65,59,75,70
HYD02,2014,3,66,60,75,70
HYD02,2014,4,65,57,75,70
HYD02,2014,5,65,58,75,70
HYD02,2014,6,65,59,75,70
HYD02,2014,7,66,59,75,70
HYD02,2014,8,65,59,75,70
HYD02,2014,9,65,58,75,70
HYD02,2014,10,64,58,75,70
HYD02,2014,11,65,59,75,70
HYD02,2014,12,65,58,75,70
HYD03,2014,1,56,48,55,45
HYD03,2014,2,56,48,55,45
HYD03,2014,3,56,48,55,45
HYD03,2014,4,55,48,55,45
HYD03,2014,5,58,49,55,45
HYD03,2014,6,58,50,55,45
HYD03,2014,7,57,51,55,45
HYD03,2014,8,55,48,55,45
HYD03,2014,9,56,48,55,45
HYD03,2014,10,58,49,55,45
HYD03,2014,11,59,50,55,45
HYD03,2014,12,60,51,55,45
HYD04,2014,1,56,50,50,40
HYD04,2014,2,56,50,50,40
HYD04,2014,3,55,49,50,40
HYD04,2014,4,55,50,50,40
HYD04,2014,5,56,51,50,40
HYD04,2014,6,59,56,50,40
HYD04,2014,7,57,53,50,40
HYD04,2014,8,56,50,50,40
HYD04,2014,9,56,50,50,40
HYD04,2014,10,55,49,50,40
HYD04,2014,11,55,48,50,40
HYD04,2014,12,55,49,50,40
HYD05,2014,1,79,73,65,55
HYD05,2014,2,79,74,65,55
HYD05,2014,3,78,73,65,55
HYD05,2014,4,78,73,65,55
HYD05,2014,5,78,73,65,55
HYD05,2014,6,78,73,65,55
HYD05,2014,7,79,74,65,55
HYD05,2014,8,79,74,65,55
HYD05,2014,9,79,74,65,55
HYD05,2014,10,77,74,65,55
HYD05,2014,11,79,73,65,55
HYD05,2014,12,79,73,65,55
KOL01,2014,1,71,68,75,70
KOL01,2014,2,71,69,75,70
KOL01,2014,3,65,62,75,70
KOL01,2014,4,67,63,75,70
KOL01,2014,5,69,65,75,70
KOL01,2014,6,72,69,75,70
KOL01,2014,7,70,68,75,70
KOL01,2014,8,71,69,75,70
KOL01,2014,9,66,65,75,70
KOL01,2014,10,72,71,75,70
KOL01,2014,11,73,71,75,70
KOL01,2014,12,70,68,75,70
KOL02,2014,1,69,58,65,55
KOL02,2014,2,68,61,65,55
KOL02,2014,3,68,61,65,55
KOL02,2014,4,68,62,65,55
KOL02,2014,5,67,62,65,55
KOL02,2014,6,68,61,65,55
KOL02,2014,7,69,63,65,55
KOL02,2014,8,68,61,65,55
KOL02,2014,9,71,71,65,55
KOL02,2014,10,73,72,65,55
KOL02,2014,11,73,72,65,55
KOL02,2014,12,73,71,65,55
KOL03,2014,1,52,63,55,45
KOL03,2014,2,54,,55,45
KOL03,2014,3,55,48,55,45
KOL03,2014,4,55,50,55,45
KOL03,2014,5,57,51,55,45
KOL03,2014,6,56,52,55,45
KOL03,2014,7,56,51,55,45
KOL03,2014,8,56,50,55,45
KOL03,2014,9,55,50,55,45
KOL03,2014,10,55,50,55,45
KOL03,2014,11,54,47,55,45
KOL03,2014,12,54,46,55,45
KOL04,2014,1,61,55,50,40
KOL04,2014,2,62,55,50,40
KOL04,2014,3,62,56,50,40
KOL04,2014,4,63,58,50,40
KOL04,2014,5,64,60,50,40
KOL04,2014,6,63,58,50,40
KOL04,2014,7,63,56,50,40
KOL04,2014,8,63,56,50,40
KOL04,2014,9,63,57,50,40
KOL04,2014,10,61,56,50,40
KOL04,2014,11,61,55,50,40
KOL04,2014,12,61,54,50,40
KOL05,2014,1,64,58,65,55
KOL05,2014,2,65,60,65,55
KOL05,2014,3,64,58,65,55
KOL05,2014,4,63,57,65,55
KOL05,2014,5,64,58,65,55
KOL05,2014,6,64,57,65,55
KOL05,2014,7,64,57,65,55
KOL05,2014,8,64,57,65,55
KOL05,2014,9,64,57,65,55
KOL05,2014,10,63,57,65,55
KOL05,2014,11,63,57,65,55
KOL05,2014,12,64,58,65,55
LUC01,2014,1,63,54,75,70
LUC01,2014,2,64,55,75,70
LUC01,2014,3,62,55,75,70
LUC01,2014,4,63,57,75,70
LUC01,2014,5,64,62,75,70
LUC01,2014,6,63,57,75,70
LUC01,2014,7,64,56,75,70
LUC01,2014,8,64,57,75,70
LUC01,2014,9,64,56,75,70
LUC01,2014,10,64,57,75,70
LUC01,2014,11,66,58,75,70
LUC01,2014,12,66,57,75,70
LUC02,2014,1,72,59,65,55
LUC02,2014,2,73,61,65,55
LUC02,2014,3,72,61,65,55
LUC02,2014,4,72,61,65,55
LUC02,2014,5,72,61,65,55
LUC02,2014,6,72,62,65,55
LUC02,2014,7,73,65,65,55
LUC02,2014,8,72,61,65,55
LUC02,2014,9,73,62,65,55
LUC02,2014,10,73,63,65,55
LUC02,2014,11,73,61,65,55
LUC02,2014,12,73,60,65,55
LUC03,2014,1,61,48,50,40
LUC03,2014,2,62,50,50,40
LUC03,2014,3,61,55,50,40
LUC03,2014,4,61,56,50,40
LUC03,2014,5,62,56,50,40
LUC03,2014,6,65,58,50,40
LUC03,2014,7,63,58,50,40
LUC03,2014,8,63,57,50,40
LUC03,2014,9,64,58,50,40
LUC03,2014,10,62,57,50,40
LUC03,2014,11,62,54,50,40
LUC03,2014,12,61,50,50,40
LUC04,2014,1,55,40,55,45
LUC04,2014,2,57,45,55,45
LUC04,2014,3,57,48,55,45
LUC04,2014,4,57,51,55,45
LUC04,2014,5,57,53,55,45
LUC04,2014,6,56,53,55,45
LUC04,2014,7,57,53,55,45
LUC04,2014,8,57,54,55,45
LUC04,2014,9,58,51,55,45
LUC04,2014,10,58,50,55,45
LUC04,2014,11,58,48,55,45
LUC04,2014,12,56,41,55,45
LUC05,2014,1,70,58,50,40
LUC05,2014,2,69,60,50,40
LUC05,2014,3,71,61,50,40
LUC05,2014,4,71,61,50,40
LUC05,2014,5,71,63,50,40
LUC05,2014,6,69,64,50,40
LUC05,2014,7,70,63,50,40
LUC05,2014,8,69,61,50,40
LUC05,2014,9,69,61,50,40
LUC05,2014,10,67,60,50,40
LUC05,2014,11,68,60,50,40
LUC05,2014,12,67,57,50,40
MUM01,2014,1,66,61,50,40
MUM01,2014,2,65,60,50,40
MUM01,2014,3,65,61,50,40
MUM01,2014,4,65,60,50,40
MUM01,2014,5,64,60,50,40
MUM01,2014,6,70,60,50,40
MUM01,2014,7,70,63,50,40
MUM01,2014,8,66,61,50,40
MUM01,2014,9,66,60,50,40
MUM01,2014,10,65,60,50,40
MUM01,2014,11,65,60,50,40
MUM01,2014,12,65,61,50,40
MUM02,2014,1,70,67,65,55
MUM02,2014,2,70,68,65,55
